SPYG US EQUITY,US78464A4094,2006-06-16,DVD_CASH,0.092463,USD,2006-06-20,2006-06-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2006-03-17,DVD_CASH,0.075206,USD,2006-03-21,2006-03-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2005-12-16,DVD_CASH,0.084419,USD,2005-12-20,2005-12-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2005-09-16,DVD_CASH,0.089978,USD,2005-09-20,2005-09-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2005-06-17,DVD_CASH,0.093772,USD,2005-06-21,2005-06-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2005-03-18,DVD_CASH,0.093034,USD,2005-03-22,2005-03-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2004-12-17,DVD_CASH,0.44089,USD,2004-12-21,2004-12-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2004-09-17,DVD_CASH,0.081159,USD,2004-09-21,2004-09-29,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2004-06-18,DVD_CASH,0.067093,USD,2004-06-22,2004-06-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2004-03-19,DVD_CASH,0.054199,USD,2004-03-23,2004-03-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2003-12-19,DVD_CASH,0.071295,USD,2003-12-23,2004-01-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2003-09-19,DVD_CASH,0.056041,USD,2003-09-23,2003-10-01,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2003-06-20,DVD_CASH,0.047052,USD,2003-06-24,2003-07-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2003-03-21,DVD_CASH,0.060082,USD,2003-03-25,2003-04-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2002-12-20,DVD_CASH,0.082776,USD,2002-12-24,2003-01-03,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2002-09-20,DVD_CASH,0.037529,USD,2002-09-24,2002-10-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2002-06-21,DVD_CASH,0.008756,USD,2002-06-25,2002-07-03,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2002-03-15,DVD_CASH,0.042282,USD,2002-03-19,2002-03-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2001-12-21,DVD_CASH,0.054728,USD,2001-12-26,2002-01-04,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2001-09-21,DVD_CASH,0.027614,USD,2001-09-25,2001-10-03,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2001-06-15,DVD_CASH,0.000755,USD,2001-06-19,2001-06-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2001-03-16,DVD_CASH,0.033521,USD,2001-03-20,2001-03-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2000-12-15,DVD_CASH,0.024296,USD,2000-12-19,2000-12-27,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2002-09-05,DVD_CASH,0.1326,USD,2002-09-03,2002-09-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2002-10-03,DVD_CASH,0.1198,USD,2002-10-01,2002-10-10,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2002-11-05,DVD_CASH,0.1329,USD,2002-11-01,2002-11-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2002-12-04,DVD_CASH,0.1205,USD,2002-12-02,2002-12-11,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-01-03,DVD_CASH,0.1391,USD,2002-12-31,2003-01-10,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-02-05,DVD_CASH,0.1217,USD,2003-02-03,2003-02-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-03-05,DVD_CASH,0.1074,USD,2003-03-03,2003-03-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-04-03,DVD_CASH,0.1125,USD,2003-04-01,2003-04-10,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-05-05,DVD_CASH,0.1303,USD,2003-05-01,2003-05-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-06-04,DVD_CASH,0.1072,USD,2003-06-02,2003-06-11,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-07-03,DVD_CASH,0.102,USD,2003-07-01,2003-07-11,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-08-05,DVD_CASH,0.102,USD,2003-08-01,2003-08-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-09-04,DVD_CASH,0.1034,USD,2003-09-02,2003-09-11,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-10-03,DVD_CASH,0.0927,USD,2003-10-01,2003-10-10,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-11-05,DVD_CASH,0.1106,USD,2003-11-03,2003-11-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2003-12-03,DVD_CASH,0.1083,USD,2003-12-01,2003-12-10,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-01-05,DVD_CASH,0.1161,USD,2003-12-31,2004-01-12,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-02-04,DVD_CASH,0.1191,USD,2004-02-02,2004-02-06,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-03-03,DVD_CASH,0.1133,USD,2004-03-01,2004-03-05,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-04-05,DVD_CASH,0.1199,USD,2004-04-01,2004-04-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-05-05,DVD_CASH,0.116,USD,2004-05-03,2004-05-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-06-03,DVD_CASH,0.1235,USD,2004-06-01,2004-06-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-07-06,DVD_CASH,0.1474,USD,2004-07-01,2004-07-08,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-08-04,DVD_CASH,0.143,USD,2004-08-02,2004-08-06,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-09-03,DVD_CASH,0.1315,USD,2004-09-01,2004-09-08,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-10-05,DVD_CASH,0.1321,USD,2004-10-01,2004-10-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-11-03,DVD_CASH,0.1378,USD,2004-11-01,2004-11-05,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2004-12-03,DVD_CASH,0.145,USD,2004-12-01,2004-12-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-01-04,DVD_CASH,0.1539,USD,2004-12-31,2005-01-06,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-02-03,DVD_CASH,0.1707,USD,2005-02-01,2005-02-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-03-03,DVD_CASH,0.163,USD,2005-03-01,2005-03-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-04-05,DVD_CASH,0.19,USD,2005-04-01,2005-04-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-05-04,DVD_CASH,0.19,USD,2005-05-02,2005-05-06,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-06-03,DVD_CASH,0.1896,USD,2005-06-01,2005-06-07,EDI,1000,Quarterly
SHY US EQUITY,US4642874576,2005-07-06,DVD_CASH,0.1864,USD,2005-07-01,2005-07-08,EDI,1000,Quarterly
